,departamento,fecha,ocio_y_recreacion,supermercados_y_farmcias,parques,transporte,lugares_de_trabajo,zonas_residenciales
60239,Luján de Cuyo Department,2020-07-17,-35.0,-10.0,-92.0,-23.0,-14.0,18.0
60240,Luján de Cuyo Department,2020-07-18,-33.0,-8.0,-90.0,-26.0,-3.0,15.0
60241,Luján de Cuyo Department,2020-07-19,-42.0,-22.0,-89.0,-33.0,2.0,13.0
60242,Luján de Cuyo Department,2020-07-20,-27.0,-19.0,-93.0,-21.0,-12.0,14.0
60243,Luján de Cuyo Department,2020-07-21,-43.0,-21.0,-94.0,-33.0,-18.0,17.0
60244,Luján de Cuyo Department,2020-07-22,-48.0,-24.0,-95.0,-40.0,-21.0,20.0
60245,Luján de Cuyo Department,2020-07-23,-42.0,-16.0,-92.0,-33.0,-18.0,18.0
60246,Luján de Cuyo Department,2020-07-24,-40.0,-14.0,-92.0,-29.0,-16.0,20.0
60247,Luján de Cuyo Department,2020-07-25,-39.0,-10.0,-89.0,-29.0,-16.0,18.0
60248,Luján de Cuyo Department,2020-07-26,-46.0,-21.0,-86.0,-37.0,-3.0,15.0
60249,Luján de Cuyo Department,2020-07-27,-40.0,-23.0,-93.0,-29.0,-18.0,16.0
60250,Luján de Cuyo Department,2020-07-28,-39.0,-13.0,-93.0,-24.0,-18.0,17.0
60251,Luján de Cuyo Department,2020-07-29,-38.0,-15.0,-93.0,-28.0,-17.0,17.0
60252,Luján de Cuyo Department,2020-07-30,-37.0,-14.0,-91.0,-30.0,-18.0,18.0
60253,Luján de Cuyo Department,2020-07-31,-35.0,-9.0,-91.0,-27.0,-16.0,19.0
60254,Luján de Cuyo Department,2020-08-01,-31.0,-1.0,-87.0,-26.0,-4.0,15.0
60255,Luján de Cuyo Department,2020-08-02,-40.0,-17.0,-85.0,-33.0,-3.0,14.0
60256,Luján de Cuyo Department,2020-08-03,-35.0,-17.0,-91.0,-27.0,-18.0,16.0
60257,Luján de Cuyo Department,2020-08-04,-37.0,-11.0,-91.0,-29.0,-18.0,17.0
60258,Luján de Cuyo Department,2020-08-05,-37.0,-9.0,-91.0,-32.0,-17.0,17.0
60259,Luján de Cuyo Department,2020-08-06,-38.0,-8.0,-92.0,-31.0,-19.0,18.0
60260,Luján de Cuyo Department,2020-08-07,-36.0,-11.0,-91.0,-30.0,-17.0,19.0
60261,Luján de Cuyo Department,2020-08-08,-30.0,-5.0,-88.0,-27.0,-6.0,16.0
60262,Luján de Cuyo Department,2020-08-09,-37.0,-18.0,-83.0,-39.0,-12.0,16.0
60263,Luján de Cuyo Department,2020-08-10,-32.0,-15.0,-91.0,-26.0,-17.0,16.0
60264,Luján de Cuyo Department,2020-08-11,-35.0,-8.0,-91.0,-28.0,-18.0,16.0
60265,Luján de Cuyo Department,2020-08-12,-34.0,-9.0,-91.0,-31.0,-18.0,17.0
60266,Luján de Cuyo Department,2020-08-13,-32.0,-4.0,-91.0,-28.0,-17.0,17.0
60267,Luján de Cuyo Department,2020-08-14,-30.0,-6.0,-91.0,-26.0,-15.0,18.0
60268,Luján de Cuyo Department,2020-08-15,-23.0,10.0,-86.0,-25.0,-4.0,15.0
60269,Luján de Cuyo Department,2020-08-16,-34.0,-10.0,-86.0,-33.0,1.0,14.0
60270,Luján de Cuyo Department,2020-08-17,-40.0,-33.0,-80.0,-33.0,-66.0,23.0
60271,Luján de Cuyo Department,2020-08-18,-33.0,-9.0,-91.0,-31.0,-16.0,17.0
60272,Luján de Cuyo Department,2020-08-19,-39.0,-14.0,-93.0,-38.0,-21.0,19.0
60273,Luján de Cuyo Department,2020-08-20,-33.0,-9.0,-90.0,-32.0,-19.0,18.0
60274,Luján de Cuyo Department,2020-08-21,-31.0,-9.0,-90.0,-28.0,-16.0,19.0
60275,Luján de Cuyo Department,2020-08-22,-25.0,2.0,-85.0,-30.0,-4.0,15.0
60276,Luján de Cuyo Department,2020-08-23,-34.0,-15.0,-83.0,-39.0,-11.0,15.0
60277,Luján de Cuyo Department,2020-08-24,-28.0,-12.0,-88.0,-25.0,-17.0,16.0
60278,Luján de Cuyo Department,2020-08-25,-29.0,-5.0,-90.0,-28.0,-19.0,16.0
60279,Luján de Cuyo Department,2020-08-26,-33.0,-11.0,-89.0,-33.0,-18.0,18.0
60280,Luján de Cuyo Department,2020-08-27,-29.0,-4.0,-82.0,-30.0,-18.0,17.0
60281,Luján de Cuyo Department,2020-08-28,-28.0,-8.0,-83.0,-28.0,-18.0,19.0
60282,Luján de Cuyo Department,2020-08-29,-23.0,-2.0,-77.0,-35.0,-6.0,16.0
60283,Luján de Cuyo Department,2020-08-30,-36.0,-15.0,-80.0,-42.0,-12.0,16.0
60284,Luján de Cuyo Department,2020-08-31,-27.0,-13.0,-81.0,-31.0,-20.0,16.0
60285,Luján de Cuyo Department,2020-09-01,-29.0,-7.0,-84.0,-31.0,-22.0,18.0
60286,Luján de Cuyo Department,2020-09-02,-30.0,-3.0,-71.0,-33.0,-22.0,18.0
60287,Luján de Cuyo Department,2020-09-03,-30.0,0.0,-70.0,-34.0,-23.0,18.0
60288,Luján de Cuyo Department,2020-09-04,-32.0,-1.0,-68.0,-35.0,-21.0,20.0
60289,Luján de Cuyo Department,2020-09-05,-30.0,4.0,-64.0,-37.0,-10.0,17.0
60290,Luján de Cuyo Department,2020-09-06,-38.0,-9.0,-77.0,-47.0,-18.0,17.0
60291,Maipú Department,2020-02-15,9.0,-10.0,18.0,-2.0,0.0,0.0
60292,Maipú Department,2020-02-16,5.0,-7.0,-4.0,5.0,-2.0,1.0
60293,Maipú Department,2020-02-17,6.0,2.0,5.0,4.0,17.0,-2.0
60294,Maipú Department,2020-02-18,5.0,-3.0,8.0,5.0,16.0,-1.0
60295,Maipú Department,2020-02-19,2.0,-5.0,0.0,2.0,15.0,-2.0
60296,Maipú Department,2020-02-20,3.0,3.0,-1.0,3.0,16.0,-2.0
60297,Maipú Department,2020-02-21,1.0,1.0,-5.0,2.0,14.0,-2.0
60298,Maipú Department,2020-02-22,12.0,6.0,9.0,1.0,1.0,0.0
60299,Maipú Department,2020-02-23,10.0,4.0,17.0,13.0,-1.0,0.0
60300,Maipú Department,2020-02-24,-25.0,-13.0,-2.0,-15.0,-57.0,6.0
60301,Maipú Department,2020-02-25,-26.0,-12.0,-5.0,-14.0,-52.0,8.0
60302,Maipú Department,2020-02-26,4.0,7.0,1.0,4.0,26.0,-3.0
60303,Maipú Department,2020-02-27,1.0,6.0,-2.0,2.0,27.0,-2.0
60304,Maipú Department,2020-02-28,2.0,2.0,-8.0,1.0,26.0,-2.0
60305,Maipú Department,2020-02-29,13.0,8.0,4.0,-2.0,5.0,2.0
60306,Maipú Department,2020-03-01,1.0,10.0,-5.0,6.0,-1.0,3.0
60307,Maipú Department,2020-03-02,13.0,12.0,20.0,8.0,34.0,-4.0
60308,Maipú Department,2020-03-03,5.0,6.0,2.0,3.0,33.0,-3.0
60309,Maipú Department,2020-03-04,3.0,6.0,-1.0,3.0,33.0,-3.0
60310,Maipú Department,2020-03-05,3.0,11.0,2.0,2.0,32.0,-3.0
60311,Maipú Department,2020-03-06,8.0,7.0,10.0,4.0,31.0,-4.0
60312,Maipú Department,2020-03-07,14.0,9.0,14.0,0.0,6.0,1.0
60313,Maipú Department,2020-03-08,15.0,16.0,11.0,7.0,3.0,2.0
60314,Maipú Department,2020-03-09,15.0,14.0,33.0,12.0,34.0,-4.0
60315,Maipú Department,2020-03-10,7.0,10.0,-1.0,10.0,35.0,-4.0
60316,Maipú Department,2020-03-11,4.0,10.0,-4.0,7.0,34.0,-3.0
60317,Maipú Department,2020-03-12,1.0,17.0,-2.0,5.0,34.0,-3.0
60318,Maipú Department,2020-03-13,2.0,12.0,-1.0,6.0,31.0,-3.0
60319,Maipú Department,2020-03-14,1.0,15.0,-13.0,3.0,6.0,3.0
60320,Maipú Department,2020-03-15,-7.0,22.0,-15.0,2.0,-2.0,6.0
60321,Maipú Department,2020-03-16,-11.0,19.0,-18.0,-13.0,7.0,6.0
60322,Maipú Department,2020-03-17,-24.0,0.0,-41.0,-23.0,-4.0,10.0
60323,Maipú Department,2020-03-18,-29.0,-3.0,-44.0,-27.0,-12.0,12.0
60324,Maipú Department,2020-03-19,-26.0,14.0,-41.0,-26.0,-17.0,12.0
60325,Maipú Department,2020-03-20,-65.0,-30.0,-71.0,-57.0,-50.0,28.0
60326,Maipú Department,2020-03-21,-72.0,-40.0,-77.0,-66.0,-47.0,28.0
60327,Maipú Department,2020-03-22,-79.0,-55.0,-85.0,-76.0,-49.0,29.0
60328,Maipú Department,2020-03-23,-79.0,-60.0,-82.0,-73.0,-75.0,31.0
60329,Maipú Department,2020-03-24,-80.0,-60.0,-84.0,-73.0,-76.0,33.0
60330,Maipú Department,2020-03-25,-73.0,-47.0,-78.0,-68.0,-60.0,30.0
60331,Maipú Department,2020-03-26,-69.0,-43.0,-75.0,-65.0,-59.0,29.0
60332,Maipú Department,2020-03-27,-67.0,-43.0,-71.0,-63.0,-58.0,31.0
60333,Maipú Department,2020-03-28,-69.0,-45.0,-75.0,-66.0,-48.0,29.0
60334,Maipú Department,2020-03-29,-74.0,-48.0,-83.0,-71.0,-44.0,28.0
60335,Maipú Department,2020-03-30,-65.0,-41.0,-72.0,-62.0,-58.0,26.0
60336,Maipú Department,2020-03-31,-76.0,-54.0,-79.0,-69.0,-72.0,31.0
60337,Maipú Department,2020-04-01,-65.0,-38.0,-74.0,-61.0,-55.0,27.0
60338,Maipú Department,2020-04-02,-66.0,-37.0,-72.0,-61.0,-54.0,28.0
60339,Maipú Department,2020-04-03,-63.0,-36.0,-69.0,-57.0,-53.0,30.0
60340,Maipú Department,2020-04-04,-64.0,-34.0,-70.0,-61.0,-44.0,27.0
60341,Maipú Department,2020-04-05,-72.0,-42.0,-80.0,-69.0,-44.0,27.0
60342,Maipú Department,2020-04-06,-55.0,-32.0,-61.0,-54.0,-49.0,24.0
60343,Maipú Department,2020-04-07,-69.0,-25.0,-63.0,-49.0,-49.0,24.0
60344,Maipú Department,2020-04-08,-67.0,-18.0,-60.0,-47.0,-49.0,24.0
60345,Maipú Department,2020-04-09,-71.0,-16.0,-64.0,-49.0,-55.0,27.0
60346,Maipú Department,2020-04-10,-89.0,-64.0,-82.0,-73.0,-79.0,39.0
60347,Maipú Department,2020-04-11,-76.0,-25.0,-69.0,-57.0,-44.0,27.0
60348,Maipú Department,2020-04-12,-80.0,-36.0,-81.0,-64.0,-41.0,27.0
60349,Maipú Department,2020-04-13,-68.0,-31.0,-58.0,-48.0,-44.0,22.0
60350,Maipú Department,2020-04-14,-68.0,-26.0,-61.0,-48.0,-44.0,23.0
60351,Maipú Department,2020-04-15,-70.0,-27.0,-66.0,-47.0,-44.0,24.0
60352,Maipú Department,2020-04-16,-74.0,-21.0,-95.0,-43.0,-43.0,24.0
60353,Maipú Department,2020-04-17,-75.0,-24.0,-96.0,-44.0,-44.0,28.0
60354,Maipú Department,2020-04-18,-78.0,-24.0,-96.0,-50.0,-36.0,25.0
60355,Maipú Department,2020-04-19,-82.0,-37.0,-96.0,-62.0,-41.0,27.0
60356,Maipú Department,2020-04-20,-72.0,-26.0,-95.0,-42.0,-40.0,22.0
60357,Maipú Department,2020-04-21,-74.0,-26.0,-96.0,-43.0,-41.0,23.0
60358,Maipú Department,2020-04-22,-73.0,-23.0,-95.0,-43.0,-40.0,24.0
60359,Maipú Department,2020-04-23,-74.0,-21.0,-95.0,-42.0,-40.0,24.0
60360,Maipú Department,2020-04-24,-74.0,-23.0,-96.0,-43.0,-40.0,27.0
60361,Maipú Department,2020-04-25,-78.0,-21.0,-96.0,-46.0,-33.0,25.0
60362,Maipú Department,2020-04-26,-81.0,-36.0,-97.0,-56.0,-34.0,26.0
60363,Maipú Department,2020-04-27,-71.0,-26.0,-96.0,-38.0,-36.0,21.0
60364,Maipú Department,2020-04-28,-73.0,-25.0,-95.0,-38.0,-37.0,22.0
60365,Maipú Department,2020-04-29,-71.0,-22.0,-95.0,-38.0,-36.0,22.0
60366,Maipú Department,2020-04-30,-65.0,-2.0,-96.0,-30.0,-35.0,21.0
60367,Maipú Department,2020-05-01,-89.0,-71.0,-97.0,-62.0,-75.0,35.0
60368,Maipú Department,2020-05-02,-74.0,-24.0,-95.0,-44.0,-31.0,24.0
60369,Maipú Department,2020-05-03,-77.0,-31.0,-96.0,-52.0,-31.0,24.0
60370,Maipú Department,2020-05-04,-65.0,-22.0,-94.0,-34.0,-32.0,19.0
60371,Maipú Department,2020-05-05,-68.0,-20.0,-95.0,-38.0,-34.0,21.0
60372,Maipú Department,2020-05-06,-67.0,-17.0,-95.0,-30.0,-33.0,21.0
60373,Maipú Department,2020-05-07,-67.0,-13.0,-94.0,-28.0,-32.0,21.0
60374,Maipú Department,2020-05-08,-67.0,-14.0,-95.0,-29.0,-31.0,23.0
60375,Maipú Department,2020-05-09,-68.0,-12.0,-95.0,-30.0,-22.0,21.0
60376,Maipú Department,2020-05-10,-74.0,-22.0,-96.0,-42.0,-25.0,22.0
60377,Maipú Department,2020-05-11,-62.0,-21.0,-94.0,-26.0,-26.0,18.0
60378,Maipú Department,2020-05-12,-64.0,-15.0,-95.0,-23.0,-27.0,19.0
60379,Maipú Department,2020-05-13,-62.0,-12.0,-95.0,-25.0,-27.0,19.0
60380,Maipú Department,2020-05-14,-63.0,-11.0,-95.0,-25.0,-25.0,20.0
60381,Maipú Department,2020-05-15,-63.0,-8.0,-95.0,-23.0,-24.0,21.0
60382,Maipú Department,2020-05-16,-66.0,-10.0,-94.0,-24.0,-16.0,20.0
60383,Maipú Department,2020-05-17,-72.0,-19.0,-95.0,-35.0,-19.0,21.0
60384,Maipú Department,2020-05-18,-59.0,-17.0,-93.0,-20.0,-21.0,17.0
60385,Maipú Department,2020-05-19,-60.0,-9.0,-93.0,-19.0,-21.0,17.0
60386,Maipú Department,2020-05-20,-61.0,-11.0,-94.0,-25.0,-23.0,18.0
60387,Maipú Department,2020-05-21,-65.0,-11.0,-96.0,-36.0,-26.0,21.0
60388,Maipú Department,2020-05-22,-64.0,-12.0,-94.0,-26.0,-22.0,21.0
60389,Maipú Department,2020-05-23,-62.0,-2.0,-94.0,-18.0,-10.0,17.0
60390,Maipú Department,2020-05-24,-65.0,-8.0,-94.0,-14.0,-6.0,15.0
60391,Maipú Department,2020-05-25,-77.0,-41.0,-92.0,-22.0,-62.0,19.0
60392,Maipú Department,2020-05-26,-61.0,-17.0,-94.0,-23.0,-19.0,17.0
60393,Maipú Department,2020-05-27,-59.0,-9.0,-93.0,-19.0,-18.0,17.0
60394,Maipú Department,2020-05-28,-58.0,-3.0,-93.0,-17.0,-18.0,18.0
60395,Maipú Department,2020-05-29,-58.0,-7.0,-94.0,-17.0,-16.0,19.0
60396,Maipú Department,2020-05-30,-60.0,-1.0,-94.0,-15.0,-6.0,16.0
60397,Maipú Department,2020-05-31,-66.0,-14.0,-93.0,-18.0,-7.0,16.0
60398,Maipú Department,2020-06-01,-55.0,-12.0,-93.0,-19.0,-16.0,16.0
60399,Maipú Department,2020-06-02,-58.0,-7.0,-94.0,-17.0,-15.0,16.0
60400,Maipú Department,2020-06-03,-66.0,-26.0,-95.0,-39.0,-21.0,21.0
60401,Maipú Department,2020-06-04,-59.0,-3.0,-92.0,-19.0,-15.0,17.0
60402,Maipú Department,2020-06-05,-55.0,-4.0,-88.0,-18.0,-14.0,18.0
60403,Maipú Department,2020-06-06,-54.0,2.0,-86.0,-8.0,-2.0,14.0
60404,Maipú Department,2020-06-07,-61.0,-4.0,-84.0,-13.0,1.0,14.0
60405,Maipú Department,2020-06-08,-52.0,-11.0,-84.0,-15.0,-13.0,14.0
60406,Maipú Department,2020-06-09,-50.0,2.0,-84.0,-11.0,-12.0,14.0
60407,Maipú Department,2020-06-10,-49.0,2.0,-84.0,-10.0,-12.0,14.0
60408,Maipú Department,2020-06-11,-49.0,5.0,-86.0,-13.0,-13.0,15.0
60409,Maipú Department,2020-06-12,-49.0,6.0,-85.0,-9.0,-11.0,14.0
60410,Maipú Department,2020-06-13,-46.0,14.0,-84.0,-4.0,-1.0,12.0
60411,Maipú Department,2020-06-14,-56.0,-1.0,-85.0,-7.0,4.0,12.0
60412,Maipú Department,2020-06-15,-69.0,-26.0,-79.0,-24.0,-56.0,19.0
60413,Maipú Department,2020-06-16,-49.0,-1.0,-86.0,-17.0,-12.0,14.0
60414,Maipú Department,2020-06-17,-51.0,-3.0,-87.0,-19.0,-14.0,16.0
60415,Maipú Department,2020-06-18,-56.0,-8.0,-88.0,-28.0,-16.0,17.0
60416,Maipú Department,2020-06-19,-53.0,2.0,-90.0,-24.0,-15.0,18.0
60417,Maipú Department,2020-06-20,-55.0,7.0,-88.0,-23.0,-18.0,18.0
60418,Maipú Department,2020-06-21,-60.0,-8.0,-85.0,-16.0,20.0,13.0
60419,Maipú Department,2020-06-22,-52.0,-20.0,-85.0,-25.0,-17.0,16.0
60420,Maipú Department,2020-06-23,-53.0,-9.0,-89.0,-22.0,-15.0,16.0
60421,Maipú Department,2020-06-24,-57.0,-15.0,-90.0,-27.0,-17.0,18.0
60422,Maipú Department,2020-06-25,-55.0,-9.0,-88.0,-23.0,-15.0,17.0
60423,Maipú Department,2020-06-26,-54.0,-9.0,-88.0,-23.0,-13.0,18.0
60424,Maipú Department,2020-06-27,-53.0,-7.0,-88.0,-20.0,-4.0,16.0
60425,Maipú Department,2020-06-28,-66.0,-19.0,-89.0,-33.0,-5.0,18.0
60426,Maipú Department,2020-06-29,-50.0,-14.0,-86.0,-22.0,-13.0,15.0
60427,Maipú Department,2020-06-30,-49.0,-5.0,-88.0,-21.0,-12.0,15.0
60428,Maipú Department,2020-07-01,-49.0,-7.0,-87.0,-19.0,-13.0,16.0
60429,Maipú Department,2020-07-02,-49.0,-2.0,-86.0,-18.0,-13.0,16.0
60430,Maipú Department,2020-07-03,-49.0,-3.0,-87.0,-16.0,-11.0,16.0
60431,Maipú Department,2020-07-04,-55.0,-8.0,-90.0,-27.0,-8.0,17.0
60432,Maipú Department,2020-07-05,-59.0,-6.0,-87.0,-20.0,3.0,15.0
60433,Maipú Department,2020-07-06,-49.0,-9.0,-87.0,-24.0,-15.0,15.0
60434,Maipú Department,2020-07-07,-46.0,0.0,-86.0,-17.0,-12.0,14.0
60435,Maipú Department,2020-07-08,-43.0,7.0,-86.0,-13.0,-12.0,14.0
60436,Maipú Department,2020-07-09,-69.0,-23.0,-86.0,-32.0,-56.0,24.0
60437,Maipú Department,2020-07-10,-61.0,-12.0,-88.0,-29.0,-46.0,24.0
60438,Maipú Department,2020-07-11,-49.0,0.0,-86.0,-20.0,-7.0,16.0
60439,Maipú Department,2020-07-12,-60.0,-12.0,-86.0,-17.0,3.0,14.0
60440,Maipú Department,2020-07-13,-47.0,-8.0,-86.0,-19.0,-15.0,14.0
60441,Maipú Department,2020-07-14,-44.0,-4.0,-83.0,-14.0,-13.0,14.0
60442,Maipú Department,2020-07-15,-44.0,0.0,-80.0,-13.0,-13.0,15.0
60443,Maipú Department,2020-07-16,-45.0,-1.0,-79.0,-15.0,-13.0,15.0
60444,Maipú Department,2020-07-17,-46.0,-1.0,-81.0,-17.0,-12.0,17.0
60445,Maipú Department,2020-07-18,-44.0,0.0,-81.0,-16.0,-3.0,16.0
60446,Maipú Department,2020-07-19,-50.0,-5.0,-79.0,-13.0,3.0,14.0
60447,Maipú Department,2020-07-20,-37.0,-3.0,-77.0,-9.0,-11.0,12.0
60448,Maipú Department,2020-07-21,-49.0,-10.0,-85.0,-24.0,-17.0,16.0
60449,Maipú Department,2020-07-22,-53.0,-16.0,-88.0,-31.0,-19.0,18.0
60450,Maipú Department,2020-07-23,-49.0,-5.0,-83.0,-21.0,-15.0,17.0
60451,Maipú Department,2020-07-24,-48.0,-5.0,-83.0,-22.0,-13.0,18.0
60452,Maipú Department,2020-07-25,-51.0,-4.0,-80.0,-21.0,-19.0,18.0
60453,Maipú Department,2020-07-26,-52.0,-8.0,-79.0,-18.0,2.0,16.0
60454,Maipú Department,2020-07-27,-44.0,-10.0,-80.0,-18.0,-16.0,14.0
60455,Maipú Department,2020-07-28,-43.0,-6.0,-80.0,-18.0,-14.0,15.0
60456,Maipú Department,2020-07-29,-45.0,-8.0,-78.0,-17.0,-16.0,15.0
60457,Maipú Department,2020-07-30,-44.0,-4.0,-79.0,-18.0,-16.0,16.0
60458,Maipú Department,2020-07-31,-44.0,-2.0,-79.0,-16.0,-14.0,17.0
60459,Maipú Department,2020-08-01,-43.0,5.0,-79.0,-17.0,-4.0,15.0
60460,Maipú Department,2020-08-02,-50.0,-1.0,-78.0,-13.0,3.0,14.0
60461,Maipú Department,2020-08-03,-41.0,-8.0,-75.0,-16.0,-15.0,14.0
60462,Maipú Department,2020-08-04,-44.0,-3.0,-77.0,-17.0,-15.0,15.0
60463,Maipú Department,2020-08-05,-41.0,-1.0,-78.0,-15.0,-15.0,15.0
60464,Maipú Department,2020-08-06,-45.0,3.0,-81.0,-19.0,-16.0,16.0
60465,Maipú Department,2020-08-07,-44.0,0.0,-79.0,-16.0,-14.0,17.0
60466,Maipú Department,2020-08-08,-41.0,7.0,-78.0,-14.0,-4.0,16.0
60467,Maipú Department,2020-08-09,-50.0,-2.0,-75.0,-21.0,-4.0,17.0
60468,Maipú Department,2020-08-10,-36.0,2.0,-75.0,-10.0,-14.0,14.0
60469,Maipú Department,2020-08-11,-39.0,0.0,-79.0,-15.0,-15.0,15.0
60470,Maipú Department,2020-08-12,-40.0,3.0,-78.0,-14.0,-15.0,15.0
60471,Maipú Department,2020-08-13,-38.0,9.0,-78.0,-14.0,-14.0,15.0
60472,Maipú Department,2020-08-14,-39.0,10.0,-80.0,-12.0,-13.0,17.0
60473,Maipú Department,2020-08-15,-32.0,20.0,-78.0,-7.0,-2.0,15.0
60474,Maipú Department,2020-08-16,-41.0,11.0,-76.0,-7.0,7.0,15.0
60475,Maipú Department,2020-08-17,-62.0,-27.0,-70.0,-28.0,-60.0,21.0
60476,Maipú Department,2020-08-18,-38.0,-1.0,-78.0,-16.0,-14.0,14.0
60477,Maipú Department,2020-08-19,-45.0,-7.0,-82.0,-24.0,-18.0,17.0
60478,Maipú Department,2020-08-20,-39.0,3.0,-79.0,-16.0,-15.0,16.0
60479,Maipú Department,2020-08-21,-40.0,2.0,-78.0,-15.0,-14.0,17.0
60480,Maipú Department,2020-08-22,-38.0,8.0,-76.0,-14.0,-3.0,16.0
60481,Maipú Department,2020-08-23,-46.0,1.0,-74.0,-18.0,-4.0,16.0
60482,Maipú Department,2020-08-24,-34.0,-7.0,-71.0,-12.0,-15.0,14.0
60483,Maipú Department,2020-08-25,-35.0,-2.0,-76.0,-13.0,-16.0,15.0
60484,Maipú Department,2020-08-26,-38.0,-2.0,-77.0,-19.0,-16.0,16.0
60485,Maipú Department,2020-08-27,-32.0,3.0,-75.0,-14.0,-15.0,16.0
60486,Maipú Department,2020-08-28,-32.0,2.0,-76.0,-18.0,-14.0,17.0
60487,Maipú Department,2020-08-29,-30.0,11.0,-78.0,-19.0,-6.0,16.0
60488,Maipú Department,2020-08-30,-38.0,3.0,-74.0,-22.0,-9.0,17.0
60489,Maipú Department,2020-08-31,-27.0,1.0,-72.0,-14.0,-17.0,14.0
60490,Maipú Department,2020-09-01,-29.0,5.0,-76.0,-15.0,-17.0,15.0
60491,Maipú Department,2020-09-02,-27.0,3.0,-74.0,-18.0,-18.0,16.0
60492,Maipú Department,2020-09-03,-30.0,6.0,-75.0,-19.0,-20.0,17.0
60493,Maipú Department,2020-09-04,-30.0,5.0,-76.0,-19.0,-19.0,18.0
60494,Maipú Department,2020-09-05,-25.0,14.0,-76.0,-22.0,-10.0,17.0
60495,Maipú Department,2020-09-06,-36.0,10.0,-74.0,-25.0,-13.0,18.0
